Plot,Treatment,Row,Date,With Brood,Without Brood,Added.Brood,Added.No.Brood,Days.Since.Start
102,HotWater,4,4/26/21,0,0,NA,NA,54
102,HotWater,5,4/26/21,0,0,2,2,54
103,Chlorpyrifos,1,4/26/21,0,0,NA,NA,54
103,Chlorpyrifos,2,4/26/21,0,0,NA,NA,54
103,Chlorpyrifos,3,4/26/21,0,1,NA,NA,54
103,Chlorpyrifos,4,4/26/21,0,0,NA,NA,54
103,Chlorpyrifos,5,4/26/21,1,1,1,2,54
104,Clinch,1,4/26/21,0,1,NA,NA,54
104,Clinch,2,4/26/21,0,0,NA,NA,54
104,Clinch,3,4/26/21,1,1,NA,NA,54
104,Clinch,4,4/26/21,0,0,NA,NA,54
104,Clinch,5,4/26/21,0,1,1,3,54
105,Extinguish,1,4/26/21,0,0,NA,NA,54
105,Extinguish,2,4/26/21,0,1,NA,NA,54
105,Extinguish,3,4/26/21,0,0,NA,NA,54
105,Extinguish,4,4/26/21,0,0,NA,NA,54
105,Extinguish,5,4/26/21,2,0,2,1,54
201,Chlorpyrifos,1,4/26/21,0,0,NA,NA,54
201,Chlorpyrifos,2,4/26/21,1,0,NA,NA,54
201,Chlorpyrifos,3,4/26/21,1,0,NA,NA,54
201,Chlorpyrifos,4,4/26/21,1,0,NA,NA,54
201,Chlorpyrifos,5,4/26/21,1,1,4,1,54
202,Clinch,1,4/26/21,2,0,NA,NA,54
202,Clinch,2,4/26/21,0,3,NA,NA,54
202,Clinch,3,4/26/21,0,0,NA,NA,54
202,Clinch,4,4/26/21,0,1,NA,NA,54
202,Clinch,5,4/26/21,2,1,4,5,54
203,HotWater,1,4/26/21,0,1,NA,NA,54
203,HotWater,2,4/26/21,1,0,NA,NA,54
203,HotWater,3,4/26/21,0,0,NA,NA,54
203,HotWater,4,4/26/21,0,1,NA,NA,54
203,HotWater,5,4/26/21,0,1,1,3,54
204,Extinguish,1,4/26/21,0,0,NA,NA,54
204,Extinguish,2,4/26/21,0,1,NA,NA,54
204,Extinguish,3,4/26/21,0,0,NA,NA,54
204,Extinguish,4,4/26/21,0,2,NA,NA,54
204,Extinguish,5,4/26/21,0,0,0,3,54
205,Control,1,4/26/21,5,0,NA,NA,54
205,Control,2,4/26/21,1,2,NA,NA,54
205,Control,3,4/26/21,0,1,NA,NA,54
205,Control,4,4/26/21,1,1,NA,NA,54
205,Control,5,4/26/21,1,0,8,4,54
301,Chlorpyrifos,1,4/26/21,3,4,NA,NA,54
301,Chlorpyrifos,2,4/26/21,4,3,NA,NA,54
301,Chlorpyrifos,3,4/26/21,2,4,NA,NA,54
301,Chlorpyrifos,4,4/26/21,6,3,NA,NA,54
301,Chlorpyrifos,5,4/26/21,4,3,19,17,54
302,Extinguish,1,4/26/21,0,4,NA,NA,54
302,Extinguish,2,4/26/21,0,2,NA,NA,54
302,Extinguish,3,4/26/21,0,1,NA,NA,54
302,Extinguish,4,4/26/21,0,4,NA,NA,54
302,Extinguish,5,4/26/21,0,2,0,13,54
303,Clinch,1,4/26/21,0,0,NA,NA,54
303,Clinch,2,4/26/21,2,1,NA,NA,54
303,Clinch,3,4/26/21,0,0,NA,NA,54
303,Clinch,4,4/26/21,0,1,NA,NA,54
303,Clinch,5,4/26/21,1,1,3,3,54
304,HotWater,1,4/26/21,0,0,NA,NA,54
304,HotWater,2,4/26/21,0,0,NA,NA,54
304,HotWater,3,4/26/21,0,1,NA,NA,54
304,HotWater,4,4/26/21,0,0,NA,NA,54
304,HotWater,5,4/26/21,2,1,2,2,54
305,Control,1,4/26/21,0,4,NA,NA,54
305,Control,2,4/26/21,3,3,NA,NA,54
305,Control,3,4/26/21,2,2,NA,NA,54
305,Control,4,4/26/21,4,1,NA,NA,54
305,Control,5,4/26/21,1,2,10,12,54
401,HotWater,1,4/26/21,0,0,NA,NA,54
401,HotWater,2,4/26/21,0,1,NA,NA,54
401,HotWater,3,4/26/21,0,1,NA,NA,54
401,HotWater,4,4/26/21,3,1,NA,NA,54
401,HotWater,5,4/26/21,4,0,7,3,54
402,Extinguish,1,4/26/21,2,1,NA,NA,54
402,Extinguish,2,4/26/21,1,2,NA,NA,54
402,Extinguish,3,4/26/21,0,0,NA,NA,54
402,Extinguish,4,4/26/21,1,0,NA,NA,54
402,Extinguish,5,4/26/21,3,0,7,3,54
403,Control,1,4/26/21,4,1,NA,NA,54
403,Control,2,4/26/21,5,0,NA,NA,54
403,Control,3,4/26/21,0,0,NA,NA,54
403,Control,4,4/26/21,2,3,NA,NA,54
403,Control,5,4/26/21,2,0,13,4,54
404,Clinch,1,4/26/21,0,2,NA,NA,54
404,Clinch,2,4/26/21,0,0,NA,NA,54
404,Clinch,3,4/26/21,0,0,NA,NA,54
404,Clinch,4,4/26/21,0,1,NA,NA,54
404,Clinch,5,4/26/21,0,0,0,3,54
405,Chlorpyrifos,1,4/26/21,3,4,NA,NA,54
405,Chlorpyrifos,2,4/26/21,7,3,NA,NA,54
405,Chlorpyrifos,3,4/26/21,0,0,NA,NA,54
405,Chlorpyrifos,4,4/26/21,1,2,NA,NA,54
405,Chlorpyrifos,5,4/26/21,2,2,13,11,54
501,Clinch,1,4/26/21,3,1,NA,NA,54
501,Clinch,2,4/26/21,0,1,NA,NA,54
501,Clinch,3,4/26/21,3,0,NA,NA,54
501,Clinch,4,4/26/21,1,3,NA,NA,54
501,Clinch,5,4/26/21,2,1,9,6,54
502,Control,1,4/26/21,6,5,NA,NA,54
502,Control,2,4/26/21,8,2,NA,NA,54
502,Control,3,4/26/21,10,1,NA,NA,54
502,Control,4,4/26/21,7,1,NA,NA,54
502,Control,5,4/26/21,6,2,37,11,54
503,Chlorpyrifos,1,4/26/21,5,4,NA,NA,54
503,Chlorpyrifos,2,4/26/21,1,1,NA,NA,54
503,Chlorpyrifos,3,4/26/21,5,2,NA,NA,54
503,Chlorpyrifos,4,4/26/21,4,0,NA,NA,54
503,Chlorpyrifos,5,4/26/21,7,0,22,7,54
504,Extinguish,1,4/26/21,4,1,NA,NA,54
504,Extinguish,2,4/26/21,0,0,NA,NA,54
504,Extinguish,3,4/26/21,3,2,NA,NA,54
504,Extinguish,4,4/26/21,2,0,NA,NA,54
504,Extinguish,5,4/26/21,0,1,9,4,54
505,HotWater,1,4/26/21,3,1,NA,NA,54
505,HotWater,2,4/26/21,3,1,NA,NA,54
505,HotWater,3,4/26/21,7,2,NA,NA,54
505,HotWater,4,4/26/21,4,0,NA,NA,54
505,HotWater,5,4/26/21,3,0,20,4,54
601,Control,1,4/26/21,2,1,NA,NA,54
601,Control,2,4/26/21,9,3,NA,NA,54
601,Control,3,4/26/21,2,3,NA,NA,54
601,Control,4,4/26/21,1,1,NA,NA,54
601,Control,5,4/26/21,2,2,16,10,54
602,HotWater,1,4/26/21,0,1,NA,NA,54
602,HotWater,2,4/26/21,1,0,NA,NA,54
602,HotWater,3,4/26/21,0,0,NA,NA,54
602,HotWater,4,4/26/21,0,1,NA,NA,54
602,HotWater,5,4/26/21,0,1,1,3,54
603,Extinguish,1,4/26/21,0,0,NA,NA,54
603,Extinguish,2,4/26/21,4,1,NA,NA,54
603,Extinguish,3,4/26/21,1,1,NA,NA,54
603,Extinguish,4,4/26/21,2,1,NA,NA,54
603,Extinguish,5,4/26/21,3,1,10,4,54
604,Clinch,1,4/26/21,0,1,NA,NA,54
604,Clinch,2,4/26/21,1,0,NA,NA,54
604,Clinch,3,4/26/21,0,1,NA,NA,54
604,Clinch,4,4/26/21,0,0,NA,NA,54
604,Clinch,5,4/26/21,0,2,1,4,54
605,Chlorpyrifos,1,4/26/21,3,4,NA,NA,54
605,Chlorpyrifos,2,4/26/21,2,2,NA,NA,54
605,Chlorpyrifos,3,4/26/21,3,2,NA,NA,54
605,Chlorpyrifos,4,4/26/21,1,1,NA,NA,54
605,Chlorpyrifos,5,4/26/21,0,0,9,9,54
101,Control,1,5/10/21,8,2,NA,NA,68
101,Control,2,5/10/21,5,4,NA,NA,68
101,Control,3,5/10/21,4,1,NA,NA,68
101,Control,4,5/10/21,8,4,NA,NA,68
101,Control,5,5/10/21,2,3,27,14,68
102,HotWater,1,5/10/21,1,3,NA,NA,68
102,HotWater,2,5/10/21,1,1,NA,NA,68
102,HotWater,3,5/10/21,1,1,NA,NA,68
102,HotWater,4,5/10/21,1,1,NA,NA,68
102,HotWater,5,5/10/21,0,0,4,6,68
103,Chlorpyrifos,1,5/10/21,3,3,NA,NA,68
103,Chlorpyrifos,2,5/10/21,6,4,NA,NA,68
103,Chlorpyrifos,3,5/10/21,3,1,NA,NA,68
103,Chlorpyrifos,4,5/10/21,7,1,NA,NA,68
103,Chlorpyrifos,5,5/10/21,3,0,22,9,68
104,Clinch,1,5/10/21,2,2,NA,NA,68
104,Clinch,2,5/10/21,0,2,NA,NA,68
104,Clinch,3,5/10/21,3,1,NA,NA,68
104,Clinch,4,5/10/21,3,0,NA,NA,68
104,Clinch,5,5/10/21,1,1,9,6,68
105,Extinguish,1,5/10/21,0,0,NA,NA,68
105,Extinguish,2,5/10/21,0,0,NA,NA,68
105,Extinguish,3,5/10/21,1,0,NA,NA,68
105,Extinguish,4,5/10/21,1,1,NA,NA,68
105,Extinguish,5,5/10/21,2,3,4,4,68
201,Chlorpyrifos,1,5/10/21,4,2,NA,NA,68
201,Chlorpyrifos,2,5/10/21,4,1,NA,NA,68
201,Chlorpyrifos,3,5/10/21,1,1,NA,NA,68
201,Chlorpyrifos,4,5/10/21,5,3,NA,NA,68
201,Chlorpyrifos,5,5/10/21,3,2,17,9,68
202,Clinch,1,5/10/21,2,0,NA,NA,68
202,Clinch,2,5/10/21,1,0,NA,NA,68
202,Clinch,3,5/10/21,0,0,NA,NA,68
202,Clinch,4,5/10/21,1,1,NA,NA,68
202,Clinch,5,5/10/21,0,2,4,3,68
203,HotWater,1,5/10/21,0,0,NA,NA,68
203,HotWater,2,5/10/21,1,1,NA,NA,68
203,HotWater,3,5/10/21,1,1,NA,NA,68
203,HotWater,4,5/10/21,0,0,NA,NA,68
203,HotWater,5,5/10/21,1,0,3,2,68
204,Extinguish,1,5/10/21,0,0,NA,NA,68
204,Extinguish,2,5/10/21,0,3,NA,NA,68
204,Extinguish,3,5/10/21,0,0,NA,NA,68
204,Extinguish,4,5/10/21,0,0,NA,NA,68
204,Extinguish,5,5/10/21,0,3,0,6,68
205,Control,1,5/10/21,2,3,NA,NA,68
205,Control,2,5/10/21,0,1,NA,NA,68
205,Control,3,5/10/21,4,3,NA,NA,68
205,Control,4,5/10/21,2,2,NA,NA,68
205,Control,5,5/10/21,3,5,11,14,68
301,Chlorpyrifos,1,5/10/21,1,5,NA,NA,68
301,Chlorpyrifos,2,5/10/21,2,4,NA,NA,68
301,Chlorpyrifos,3,5/10/21,2,7,NA,NA,68
301,Chlorpyrifos,4,5/10/21,4,3,NA,NA,68
301,Chlorpyrifos,5,5/10/21,1,3,10,22,68
302,Extinguish,1,5/10/21,1,4,NA,NA,68
302,Extinguish,2,5/10/21,0,3,NA,NA,68
302,Extinguish,3,5/10/21,2,1,NA,NA,68
302,Extinguish,4,5/10/21,0,2,NA,NA,68
302,Extinguish,5,5/10/21,2,1,5,11,68
303,Clinch,1,5/10/21,0,1,NA,NA,68
303,Clinch,2,5/10/21,1,1,NA,NA,68
303,Clinch,3,5/10/21,1,2,NA,NA,68
303,Clinch,4,5/10/21,2,3,NA,NA,68
303,Clinch,5,5/10/21,0,1,4,8,68
304,HotWater,1,5/10/21,0,3,NA,NA,68
304,HotWater,2,5/10/21,0,0,NA,NA,68
304,HotWater,3,5/10/21,0,1,NA,NA,68
304,HotWater,4,5/10/21,0,1,NA,NA,68
304,HotWater,5,5/10/21,1,1,1,6,68
305,Control,1,5/10/21,3,5,NA,NA,68
305,Control,2,5/10/21,5,3,NA,NA,68
305,Control,3,5/10/21,4,5,NA,NA,68
305,Control,4,5/10/21,4,4,NA,NA,68
305,Control,5,5/10/21,6,3,22,20,68
401,HotWater,1,5/10/21,0,1,NA,NA,68
401,HotWater,2,5/10/21,0,2,NA,NA,68
401,HotWater,3,5/10/21,0,2,NA,NA,68
401,HotWater,4,5/10/21,0,1,NA,NA,68
401,HotWater,5,5/10/21,0,0,0,6,68
402,Extinguish,1,5/10/21,0,2,NA,NA,68
402,Extinguish,2,5/10/21,0,3,NA,NA,68
402,Extinguish,3,5/10/21,0,1,NA,NA,68
402,Extinguish,4,5/10/21,0,3,NA,NA,68
402,Extinguish,5,5/10/21,0,1,0,10,68
403,Control,1,5/10/21,1,3,NA,NA,68
403,Control,2,5/10/21,0,4,NA,NA,68
403,Control,3,5/10/21,0,3,NA,NA,68
403,Control,4,5/10/21,2,4,NA,NA,68
403,Control,5,5/10/21,1,4,4,18,68
404,Clinch,1,5/10/21,0,2,NA,NA,68
404,Clinch,2,5/10/21,0,2,NA,NA,68
404,Clinch,3,5/10/21,0,1,NA,NA,68
404,Clinch,4,5/10/21,0,0,NA,NA,68
404,Clinch,5,5/10/21,0,2,0,7,68
405,Chlorpyrifos,1,5/10/21,3,2,NA,NA,68
405,Chlorpyrifos,2,5/10/21,3,3,NA,NA,68
405,Chlorpyrifos,3,5/10/21,0,4,NA,NA,68
405,Chlorpyrifos,4,5/10/21,1,5,NA,NA,68
405,Chlorpyrifos,5,5/10/21,1,2,8,16,68
501,Clinch,1,5/10/21,0,1,NA,NA,68
501,Clinch,2,5/10/21,1,2,NA,NA,68
501,Clinch,3,5/10/21,0,1,NA,NA,68
501,Clinch,4,5/10/21,0,0,NA,NA,68
501,Clinch,5,5/10/21,0,0,1,4,68
502,Control,1,5/10/21,0,2,NA,NA,68
502,Control,2,5/10/21,0,0,NA,NA,68
502,Control,3,5/10/21,0,4,NA,NA,68
502,Control,4,5/10/21,0,2,NA,NA,68
502,Control,5,5/10/21,1,1,1,9,68
503,Chlorpyrifos,1,5/10/21,1,1,NA,NA,68
503,Chlorpyrifos,2,5/10/21,0,0,NA,NA,68
503,Chlorpyrifos,3,5/10/21,0,4,NA,NA,68
503,Chlorpyrifos,4,5/10/21,0,2,NA,NA,68
503,Chlorpyrifos,5,5/10/21,0,0,1,7,68
504,Extinguish,1,5/10/21,1,1,NA,NA,68
504,Extinguish,2,5/10/21,0,0,NA,NA,68
504,Extinguish,3,5/10/21,0,1,NA,NA,68
504,Extinguish,4,5/10/21,0,3,NA,NA,68
504,Extinguish,5,5/10/21,0,1,1,6,68
505,HotWater,1,5/10/21,0,1,NA,NA,68
505,HotWater,2,5/10/21,0,0,NA,NA,68
505,HotWater,3,5/10/21,0,0,NA,NA,68
505,HotWater,4,5/10/21,0,1,NA,NA,68
505,HotWater,5,5/10/21,0,1,0,3,68
601,Control,1,5/10/21,0,4,NA,NA,68
601,Control,2,5/10/21,0,3,NA,NA,68
601,Control,3,5/10/21,3,2,NA,NA,68
601,Control,4,5/10/21,4,2,NA,NA,68
601,Control,5,5/10/21,1,7,8,18,68
602,HotWater,1,5/10/21,0,2,NA,NA,68
602,HotWater,2,5/10/21,0,1,NA,NA,68
602,HotWater,3,5/10/21,0,2,NA,NA,68
602,HotWater,4,5/10/21,0,2,NA,NA,68
602,HotWater,5,5/10/21,1,0,1,7,68
603,Extinguish,1,5/10/21,1,2,NA,NA,68
603,Extinguish,2,5/10/21,0,2,NA,NA,68
603,Extinguish,3,5/10/21,0,0,NA,NA,68
603,Extinguish,4,5/10/21,0,1,NA,NA,68
603,Extinguish,5,5/10/21,1,3,2,8,68
604,Clinch,1,5/10/21,0,1,NA,NA,68
604,Clinch,2,5/10/21,0,0,NA,NA,68
604,Clinch,3,5/10/21,0,1,NA,NA,68
604,Clinch,4,5/10/21,0,0,NA,NA,68
604,Clinch,5,5/10/21,0,1,0,3,68
605,Chlorpyrifos,1,5/10/21,0,5,NA,NA,68
605,Chlorpyrifos,2,5/10/21,1,3,NA,NA,68
605,Chlorpyrifos,3,5/10/21,2,3,NA,NA,68
605,Chlorpyrifos,4,5/10/21,2,3,NA,NA,68
605,Chlorpyrifos,5,5/10/21,4,1,9,15,68
101,Control,1,5/24-26/2021,1,3,NA,NA,82
101,Control,2,5/24-26/2021,1,2,NA,NA,82
101,Control,3,5/24-26/2021,1,3,NA,NA,82
101,Control,4,5/24-26/2021,2,1,NA,NA,82
101,Control,5,5/24-26/2021,0,1,5,10,82
102,HotWater,1,5/24-26/2021,0,2,NA,NA,82
102,HotWater,2,5/24-26/2021,0,1,NA,NA,82
102,HotWater,3,5/24-26/2021,0,1,NA,NA,82
102,HotWater,4,5/24-26/2021,1,1,NA,NA,82
102,HotWater,5,5/24-26/2021,2,1,3,6,82
103,Chlorpyrifos,1,5/24-26/2021,2,2,NA,NA,82
103,Chlorpyrifos,2,5/24-26/2021,0,4,NA,NA,82
103,Chlorpyrifos,3,5/24-26/2021,2,3,NA,NA,82
103,Chlorpyrifos,4,5/24-26/2021,2,1,NA,NA,82
103,Chlorpyrifos,5,5/24-26/2021,0,1,6,11,82
104,Clinch,1,5/24-26/2021,0,5,NA,NA,82
104,Clinch,2,5/24-26/2021,0,1,NA,NA,82
104,Clinch,3,5/24-26/2021,1,3,NA,NA,82
104,Clinch,4,5/24-26/2021,0,1,NA,NA,82
104,Clinch,5,5/24-26/2021,0,1,1,11,82
105,Extinguish,1,5/24-26/2021,0,2,NA,NA,82
105,Extinguish,2,5/24-26/2021,0,0,NA,NA,82
105,Extinguish,3,5/24-26/2021,0,1,NA,NA,82
105,Extinguish,4,5/24-26/2021,1,1,NA,NA,82
105,Extinguish,5,5/24-26/2021,1,0,2,4,82
201,Chlorpyrifos,1,5/24-26/2021,1,2,NA,NA,82
201,Chlorpyrifos,2,5/24-26/2021,0,0,NA,NA,82
201,Chlorpyrifos,3,5/24-26/2021,3,1,NA,NA,82
201,Chlorpyrifos,4,5/24-26/2021,0,0,NA,NA,82
201,Chlorpyrifos,5,5/24-26/2021,1,2,5,5,82
202,Clinch,1,5/24-26/2021,1,0,NA,NA,82
202,Clinch,2,5/24-26/2021,2,0,NA,NA,82
202,Clinch,3,5/24-26/2021,0,1,NA,NA,82
202,Clinch,4,5/24-26/2021,1,1,NA,NA,82
202,Clinch,5,5/24-26/2021,0,0,4,2,82
203,HotWater,1,5/24-26/2021,0,0,NA,NA,82
203,HotWater,2,5/24-26/2021,0,1,NA,NA,82
203,HotWater,3,5/24-26/2021,0,0,NA,NA,82
203,HotWater,4,5/24-26/2021,0,0,NA,NA,82
203,HotWater,5,5/24-26/2021,0,2,0,3,82
204,Extinguish,1,5/24-26/2021,1,0,NA,NA,82
204,Extinguish,2,5/24-26/2021,0,1,NA,NA,82
204,Extinguish,3,5/24-26/2021,1,0,NA,NA,82
204,Extinguish,4,5/24-26/2021,0,2,NA,NA,82
204,Extinguish,5,5/24-26/2021,0,1,2,4,82
205,Control,1,5/24-26/2021,2,2,NA,NA,82
205,Control,2,5/24-26/2021,0,2,NA,NA,82
205,Control,3,5/24-26/2021,1,2,NA,NA,82
205,Control,4,5/24-26/2021,0,1,NA,NA,82
205,Control,5,5/24-26/2021,0,3,3,10,82
301,Chlorpyrifos,1,5/24-26/2021,4,0,NA,NA,82
301,Chlorpyrifos,2,5/24-26/2021,10,0,NA,NA,82
301,Chlorpyrifos,3,5/24-26/2021,2,1,NA,NA,82
301,Chlorpyrifos,4,5/24-26/2021,5,1,NA,NA,82
301,Chlorpyrifos,5,5/24-26/2021,4,1,25,3,82
302,Extinguish,1,5/24-26/2021,0,0,NA,NA,82
302,Extinguish,2,5/24-26/2021,1,0,NA,NA,82
302,Extinguish,3,5/24-26/2021,0,0,NA,NA,82
302,Extinguish,4,5/24-26/2021,0,0,NA,NA,82
302,Extinguish,5,5/24-26/2021,1,0,2,0,82
303,Clinch,1,5/24-26/2021,1,0,NA,NA,82
303,Clinch,2,5/24-26/2021,0,1,NA,NA,82
303,Clinch,3,5/24-26/2021,0,0,NA,NA,82
303,Clinch,4,5/24-26/2021,1,0,NA,NA,82
303,Clinch,5,5/24-26/2021,4,0,6,1,82
304,HotWater,1,5/24-26/2021,0,3,NA,NA,82
304,HotWater,2,5/24-26/2021,4,2,NA,NA,82
304,HotWater,3,5/24-26/2021,1,0,NA,NA,82
304,HotWater,4,5/24-26/2021,2,2,NA,NA,82
304,HotWater,5,5/24-26/2021,3,1,10,8,82
305,Control,1,5/24-26/2021,8,1,NA,NA,82
305,Control,2,5/24-26/2021,4,4,NA,NA,82
305,Control,3,5/24-26/2021,6,2,NA,NA,82
305,Control,4,5/24-26/2021,4,0,NA,NA,82
305,Control,5,5/24-26/2021,2,1,24,8,82
401,HotWater,1,5/24-26/2021,2,2,NA,NA,82
401,HotWater,2,5/24-26/2021,3,2,NA,NA,82
401,HotWater,3,5/24-26/2021,1,1,NA,NA,82
401,HotWater,4,5/24-26/2021,4,1,NA,NA,82
401,HotWater,5,5/24-26/2021,2,0,12,6,82
402,Extinguish,1,5/24-26/2021,2,0,NA,NA,82
402,Extinguish,2,5/24-26/2021,1,1,NA,NA,82
402,Extinguish,3,5/24-26/2021,3,1,NA,NA,82
402,Extinguish,4,5/24-26/2021,1,2,NA,NA,82
402,Extinguish,5,5/24-26/2021,2,1,9,5,82
403,Control,1,5/24-26/2021,3,0,NA,NA,82
403,Control,2,5/24-26/2021,4,1,NA,NA,82
403,Control,3,5/24-26/2021,4,2,NA,NA,82
403,Control,4,5/24-26/2021,5,0,NA,NA,82
403,Control,5,5/24-26/2021,8,2,24,5,82
404,Clinch,1,5/24-26/2021,2,1,NA,NA,82
404,Clinch,2,5/24-26/2021,0,0,NA,NA,82
404,Clinch,3,5/24-26/2021,2,0,NA,NA,82
404,Clinch,4,5/24-26/2021,0,1,NA,NA,82
404,Clinch,5,5/24-26/2021,0,1,4,3,82
405,Chlorpyrifos,1,5/24-26/2021,3,1,NA,NA,82
405,Chlorpyrifos,2,5/24-26/2021,4,3,NA,NA,82
405,Chlorpyrifos,3,5/24-26/2021,6,1,NA,NA,82
405,Chlorpyrifos,4,5/24-26/2021,9,1,NA,NA,82
405,Chlorpyrifos,5,5/24-26/2021,7,3,29,9,82
501,Clinch,1,5/24-26/2021,1,1,NA,NA,82
501,Clinch,2,5/24-26/2021,1,0,NA,NA,82
501,Clinch,3,5/24-26/2021,0,0,NA,NA,82
501,Clinch,4,5/24-26/2021,1,1,NA,NA,82
501,Clinch,5,5/24-26/2021,4,1,7,3,82
502,Control,1,5/24-26/2021,6,2,NA,NA,82
502,Control,2,5/24-26/2021,5,3,NA,NA,82
502,Control,3,5/24-26/2021,9,2,NA,NA,82
502,Control,4,5/24-26/2021,5,0,NA,NA,82
502,Control,5,5/24-26/2021,6,0,31,7,82
503,Chlorpyrifos,1,5/24-26/2021,5,4,NA,NA,82
503,Chlorpyrifos,2,5/24-26/2021,4,1,NA,NA,82
503,Chlorpyrifos,3,5/24-26/2021,5,0,NA,NA,82
503,Chlorpyrifos,4,5/24-26/2021,4,2,NA,NA,82
503,Chlorpyrifos,5,5/24-26/2021,5,0,23,7,82
504,Extinguish,1,5/24-26/2021,2,1,NA,NA,82
504,Extinguish,2,5/24-26/2021,1,0,NA,NA,82
504,Extinguish,3,5/24-26/2021,2,0,NA,NA,82
504,Extinguish,4,5/24-26/2021,1,0,NA,NA,82
504,Extinguish,5,5/24-26/2021,0,0,6,1,82
505,HotWater,1,5/24-26/2021,4,2,NA,NA,82
505,HotWater,2,5/24-26/2021,1,2,NA,NA,82
505,HotWater,3,5/24-26/2021,4,1,NA,NA,82
505,HotWater,4,5/24-26/2021,3,0,NA,NA,82
505,HotWater,5,5/24-26/2021,5,1,17,6,82
601,Control,1,5/24-26/2021,3,5,NA,NA,82
601,Control,2,5/24-26/2021,6,2,NA,NA,82
601,Control,3,5/24-26/2021,6,1,NA,NA,82
601,Control,4,5/24-26/2021,2,1,NA,NA,82
601,Control,5,5/24-26/2021,0,4,17,13,82
602,HotWater,1,5/24-26/2021,5,1,NA,NA,82
602,HotWater,2,5/24-26/2021,3,0,NA,NA,82
602,HotWater,3,5/24-26/2021,1,1,NA,NA,82
602,HotWater,4,5/24-26/2021,2,1,NA,NA,82
602,HotWater,5,5/24-26/2021,0,1,11,4,82
603,Extinguish,1,5/24-26/2021,2,0,NA,NA,82
603,Extinguish,2,5/24-26/2021,0,0,NA,NA,82
603,Extinguish,3,5/24-26/2021,1,0,NA,NA,82
603,Extinguish,4,5/24-26/2021,1,2,NA,NA,82
603,Extinguish,5,5/24-26/2021,0,1,4,3,82
604,Clinch,1,5/24-26/2021,1,0,NA,NA,82
604,Clinch,2,5/24-26/2021,0,0,NA,NA,82
604,Clinch,3,5/24-26/2021,1,1,NA,NA,82
604,Clinch,4,5/24-26/2021,0,1,NA,NA,82
604,Clinch,5,5/24-26/2021,0,1,2,3,82
605,Chlorpyrifos,1,5/24-26/2021,3,1,NA,NA,82
605,Chlorpyrifos,2,5/24-26/2021,4,0,NA,NA,82
605,Chlorpyrifos,3,5/24-26/2021,2,1,NA,NA,82
605,Chlorpyrifos,4,5/24-26/2021,5,2,NA,NA,82
605,Chlorpyrifos,5,5/24-26/2021,0,4,14,8,82
101,Control,1,6/7/21,5,1,NA,NA,95
101,Control,2,6/7/21,4,3,NA,NA,95
101,Control,3,6/7/21,7,1,NA,NA,95
101,Control,4,6/7/21,8,1,NA,NA,95
101,Control,5,6/7/21,7,2,31,8,95
102,HotWater,1,6/7/21,2,1,NA,NA,95
102,HotWater,2,6/7/21,2,1,NA,NA,95
102,HotWater,3,6/7/21,6,0,NA,NA,95
102,HotWater,4,6/7/21,6,0,NA,NA,95
102,HotWater,5,6/7/21,5,1,21,3,95
103,Chlorpyrifos,1,6/7/21,5,3,NA,NA,95
103,Chlorpyrifos,2,6/7/21,4,3,NA,NA,95
103,Chlorpyrifos,3,6/7/21,10,1,NA,NA,95
103,Chlorpyrifos,4,6/7/21,7,2,NA,NA,95
103,Chlorpyrifos,5,6/7/21,8,1,34,10,95
104,Clinch,1,6/7/21,0,0,NA,NA,95
104,Clinch,2,6/7/21,1,0,NA,NA,95
104,Clinch,3,6/7/21,2,1,NA,NA,95
104,Clinch,4,6/7/21,3,2,NA,NA,95
104,Clinch,5,6/7/21,5,1,11,4,95
105,Extinguish,1,6/7/21,0,2,NA,NA,95
105,Extinguish,2,6/7/21,1,0,NA,NA,95
105,Extinguish,3,6/7/21,1,2,NA,NA,95
105,Extinguish,4,6/7/21,2,2,NA,NA,95
105,Extinguish,5,6/7/21,2,1,6,7,95
201,Chlorpyrifos,1,6/7/21,9,1,NA,NA,95
201,Chlorpyrifos,2,6/7/21,7,2,NA,NA,95
201,Chlorpyrifos,3,6/7/21,2,4,NA,NA,95
201,Chlorpyrifos,4,6/7/21,7,3,NA,NA,95
201,Chlorpyrifos,5,6/7/21,8,2,33,12,95
202,Clinch,1,6/7/21,1,2,NA,NA,95
202,Clinch,2,6/7/21,0,0,NA,NA,95
202,Clinch,3,6/7/21,1,0,NA,NA,95
202,Clinch,4,6/7/21,1,0,NA,NA,95
202,Clinch,5,6/7/21,1,0,4,2,95
203,HotWater,1,6/7/21,6,0,NA,NA,95
203,HotWater,2,6/7/21,3,1,NA,NA,95
203,HotWater,3,6/7/21,1,1,NA,NA,95
203,HotWater,4,6/7/21,2,1,NA,NA,95
203,HotWater,5,6/7/21,1,2,13,5,95
204,Extinguish,1,6/7/21,0,0,NA,NA,95
204,Extinguish,2,6/7/21,2,0,NA,NA,95
204,Extinguish,3,6/7/21,0,1,NA,NA,95
204,Extinguish,4,6/7/21,1,0,NA,NA,95
204,Extinguish,5,6/7/21,1,1,4,2,95
205,Control,1,6/7/21,8,1,NA,NA,95
205,Control,2,6/7/21,7,2,NA,NA,95
205,Control,3,6/7/21,2,3,NA,NA,95
205,Control,4,6/7/21,2,3,NA,NA,95
205,Control,5,6/7/21,5,4,24,13,95
